1001  501
0	0
0.000446	0
0.000892	0
0.001338	0
0.001784	0
0.00223	0
0.002676	0
0.003122	0
0.003568	0
0.004014	0
0.00446	0
0.004906	0
0.005352	0
0.005798	0
0.006244	0
0.00669	0
0.007136	0
0.007582	0
0.008028	0
0.008474	0
0.00892	0
0.009366	0
0.009812	0
0.010258	0
0.010704	0
0.01115	0
0.011596	0
0.012042	0
0.012488	0
0.012934	0
0.01338	0
0.013826	0
0.014272	0
0.014718	0
0.015164	0
0.01561	0
0.016056	0
0.016502	0
0.016948	0
0.017394	0
0.01784	0
0.018286	0
0.018732	0
0.019178	0
0.019624	0
0.02007	0
0.020516	0
0.020962	0
0.021408	0
0.021854	0
0.0223	0
0.022746	0
0.023192	0
0.023638	0
0.024084	0
0.02453	0
0.024976	0
0.025422	0
0.025868	0
0.026314	0
0.02676	0
0.027206	0
0.027652	0
0.028098	3037.383178
0.028544	6074.766355
0.02899	9112.149533
0.029436	12149.53271
0.029882	15186.91589
0.030328	18224.29907
0.030774	21261.68224
0.03122	24299.06542
0.031666	27336.4486
0.032112	30373.83178
0.032558	33411.21495
0.033004	36448.59813
0.03345	39485.98131
0.033896	42523.36449
0.034342	45560.74766
0.034788	48598.13084
0.035234	51635.51402
0.03568	54672.8972
0.036126	57710.28037
0.036572	60747.66355
0.037018	63785.04673
0.037464	66822.42991
0.03791	69859.81308
0.038356	72897.19626
0.038802	75934.57944
0.039248	78971.96262
0.039694	82009.34579
0.04014	85046.72897
0.040586	88084.11215
0.041032	91121.49533
0.041478	94158.8785
0.041924	97196.26168
0.04237	100233.6449
0.042816	103271.028
0.043262	106308.4112
0.043708	109345.7944
0.044154	112383.1776
0.0446	115420.5607
0.045046	118457.9439
0.045492	121495.3271
0.045938	124532.7103
0.046384	127570.0935
0.04683	130607.4766
0.047276	133644.8598
0.047722	136682.243
0.048168	139719.6262
0.048614	142757.0093
0.04906	145794.3925
0.049506	148831.7757
0.049952	151869.1589
0.050398	154906.5421
0.050844	157943.9252
0.05129	160981.3084
0.051736	164018.6916
0.052182	167056.0748
0.052628	170093.4579
0.053074	173130.8411
0.05352	176168.2243
0.053966	179205.6075
0.054412	182242.9907
0.054858	185280.3738
0.055304	188317.757
0.05575	191355.1402
0.056196	194392.5234
0.056642	197429.9065
0.057088	200467.2897
0.057534	203504.6729
0.05798	206542.0561
0.058426	209579.4393
0.058872	212616.8224
0.059318	215654.2056
0.059764	218691.5888
0.06021	221728.972
0.060656	224766.3551
0.061102	227803.7383
0.061548	230841.1215
0.061994	233878.5047
0.06244	236915.8879
0.062886	239953.271
0.063332	242990.6542
0.063778	246028.0374
0.064224	249065.4206
0.06467	252102.8037
0.065116	255140.1869
0.065562	258177.5701
0.066008	261214.9533
0.066454	264252.3364
0.0669	267289.7196
0.067346	270327.1028
0.067792	273364.486
0.068238	276401.8692
0.068684	279439.2523
0.06913	282476.6355
0.069576	285514.0187
0.070022	288551.4019
0.070468	291588.785
0.070914	294626.1682
0.07136	297663.5514
0.071806	300700.9346
0.072252	303738.3178
0.072698	306775.7009
0.073144	309813.0841
0.07359	312850.4673
0.074036	315887.8505
0.074482	318925.2336
0.074928	321962.6168
